iyear,imonth,iday,provstate,city,latitude,longitude,specificity,vicinity,location,attacktype1,attacktype1_txt,targtype1,targtype1_txt,weaptype1,weaptype1_txt,ishostkid,nhostkid,nhostkidus,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
2013,12,3,Jharkhand,Kurumgarh,23.176274,84.351975,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2013,12,5,Uttar Pradesh,Lucknow,26.846511,80.946683,1,0,Incident occurred in Hassanganj area,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,,0,,,0,
2014,4,12,Manipur,Nambol,24.716345,93.834572,1,0,The incident occurred in the Nambol Bazaar Makha Leikai area of the city.,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2014,5,3,Tamil Nadu,Chidabaram,11.398194,79.695359,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2014,3,21,Jharkhand,Navakaniya,23.964132,86.207035,2,0,,5,Hostage Taking (Barricade Incident),8,Educational Institution,6,Explosives/Bombs/Dynamite,1,2,0,0,0,0,2,0,0
2014,4,7,Manipur,Nambol,24.694024,93.80684,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2014,4,17,Jharkhand,Narayanpur,23.603007,86.15896,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2014,6,4,Manipur,Sangaiprou Mamang Leikai,24.784277,93.915948,2,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2014,6,7,Manipur,Imphal,24.82,93.95,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2014,7,12,Manipur,Imphal West district,24.817656,93.938215,3,0,The incident occurred near the Manipur University complex.,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,7,0,0
2015,1,10,West Bengal,Palsa,24.479971,87.86619,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2015,3,8,Manipur,Imphal,24.789854,93.954088,1,0,The incident occurred in the Wangkheimayum Leirak area of Wangkhei neighborhood,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2015,4,22,Manipur,Imphal,24.745917,93.939011,1,1,The incident occurred in the Canchipur area.,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,8,0,0
2015,5,21,Manipur,Imphal,24.801548,93.904995,1,0,The incident occurred in the neighborhood of Takyel,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2015,6,20,West Bengal,Kolkata,22.584584,88.351874,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,1,0,0
2015,6,26,Manipur,Imphal,24.789854,93.954088,1,0,The incident occurred in the Wangkhei Wangkheimayum Leirak neighborhood,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2015,8,15,Bihar,Nawada,24.887372,85.542357,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,2,0,0
2015,10,11,Jharkhand,Serendag,23.755579,84.354205,2,0,The incident occurred in the Latehar district.,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2015,10,15,Bihar,Dumaria,24.441598,84.398881,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2015,12,2,Manipur,Imphal East district,24.779318,93.968908,3,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2016,3,12,West Bengal,Takora,23.696436,87.859999,2,0,The incident occurred in the village in Birbhum district,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2016,4,6,Jharkhand,Belargara,24.031944,85.277222,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2016,4,22,Bihar,Patna,25.594113,85.137677,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2016,5,25,Gujarat,Dwarka,22.24406,68.968308,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2016,6,30,West Bengal,Belgharia,25.294029,88.818943,1,0,,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2016,7,13,Manipur,Imphal,24.817011,93.936844,1,0,The incident occurred in the Kwakwa area.,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2016,9,26,Odisha,Bhubaneswar,20.252958,85.841869,1,0,The incident occurred at the BJB College Campus.,3,Bombing/Explosion,8,Educational Institution,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
1984,4,8,Punjab,Rupnagar,30.966064,76.523162,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,,,0,,
1987,6,23,West Bengal,Darjeeling,27.036007,88.262675,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,,,0,,
1987,6,23,West Bengal,Darjeeling,27.036007,88.262675,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,,,0,,
1987,6,23,West Bengal,Darjeeling,27.036007,88.262675,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,,,0,,
1987,6,23,West Bengal,Darjeeling,27.036007,88.262675,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,,,0,,
1988,1,22,Himachal Pradesh,Phagari,30.858333,77.154444,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
1988,1,22,Unknown,Singbuli,,,5,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
1990,1,8,Jammu and Kashmir,Srinagar,34.069935,74.793683,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,,,0,,
1990,1,9,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,,,0,,
1990,10,14,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,,,0,,
1994,11,24,Delhi,New Delhi,28.632381,77.220004,1,0,,3,Bombing/Explosion,8,Educational Institution,8,Incendiary,0,,,0,,,11,,
2009,4,7,Jharkhand,Seraikela Kharsawan district,22.856126,86.012157,3,0,"The attack took place in the Moutda area of Seraikela-Kharsawan, Jharkhand, India.",2,Armed Assault,8,Educational Institution,8,Incendiary,0,,,0,0,0,1,0,0
2009,5,28,Assam,North Cachar Hills district,25.3478,93.017571,3,0,"The incident occurred in Zeme Naga, North Cachar Hills District, Assam, India.",7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2009,9,18,Manipur,Thoubal,24.644924,93.99929,1,0,The attack took place in Thoubal.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2012,10,8,Meghalaya,Shillong,25.578721,91.893201,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2012,11,14,Chhattisgarh,Palnar,18.724824,81.407688,1,1,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2013,2,10,Assam,Goalpara district,26.072512,90.588679,3,0,The incident occurred in Rabha Hasong Autonomous Council (RHAC) area,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2013,2,10,Assam,Goalpara district,26.072512,90.588679,3,0,The incident occurred in Rabha Hasong Autonomous Council (RHAC) area,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2013,2,10,Assam,Goalpara district,26.072512,90.588679,3,0,The incident occurred in Rabha Hasong Autonomous Council (RHAC) area,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2013,2,10,Assam,Goalpara district,26.072512,90.588679,3,0,The incident occurred in Rabha Hasong Autonomous Council (RHAC) area,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2013,2,10,Assam,Goalpara district,26.072512,90.588679,3,0,The incident occurred in Rabha Hasong Autonomous Council (RHAC) area,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2013,2,16,Manipur,Yairipok,24.680089,94.048449,1,1,In Thoubal District,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2013,12,27,Uttar Pradesh,Meerut,28.984798,77.706445,1,0,The incident occurred in the Borfa village of the city.,6,Hostage Taking (Kidnapping),8,Educational Institution,8,Incendiary,1,1,0,1,0,0,,0,0
2015,1,21,Odisha,Ijurupa,19.662248,83.40786,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,12,8,Jammu and Kashmir,Ganderbal,34.216496,74.771943,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,9,7,Jammu and Kashmir,Kulgam,33.644817,75.018357,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,9,10,Jammu and Kashmir,Anantnag district,33.731126,75.148701,3,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,9,19,Jammu and Kashmir,Anantnag district,33.730136,75.149593,3,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,9,19,Jammu and Kashmir,Shopian,33.721041,74.832165,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,24,Jammu and Kashmir,Baramulla,34.231173,74.469601,1,1,The incident occurred in the Baramulla district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,24,Jammu and Kashmir,Kawoosa Khalisa,34.110678,74.647677,1,0,The incident occurred in Bagdam district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,25,Jammu and Kashmir,Srinagar,34.114865,74.762295,1,0,The incident occurred in Guri Pura area of the city.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,25,Jammu and Kashmir,Ashmuqam,33.863286,75.281248,1,0,The incident occurred in Anantnag district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,26,Jammu and Kashmir,Tappar,34.162705,74.556873,2,0,The incident occurred near Pattan in Baramulla district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,27,Jammu and Kashmir,Sondipora,33.997748,74.689881,1,0,The incident occurred in Badgam district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,28,Jammu and Kashmir,Verinag,33.537526,75.246206,1,0,The incident occurred in Anantnag district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,29,Jammu and Kashmir,Ashmuqam,33.863317,75.282079,1,0,The incident occurred in Anantnag district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,30,Jammu and Kashmir,Kabamarg,33.649364,75.164547,1,0,The incident occurred in Anantnag district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,10,31,Jammu and Kashmir,Mihrama,33.622576,74.996804,1,0,The incident occurred in Kulgam district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,11,3,Jammu and Kashmir,Srinagar,34.076165,74.816357,1,0,The incident occurred at the Sri Pratap college.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,11,3,Jammu and Kashmir,Naidkhai,34.246008,74.566937,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,11,3,Jammu and Kashmir,Ganderbal,34.216495,74.771943,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,11,4,Jammu and Kashmir,Sadhunara,34.320111,74.647363,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,11,14,Jammu and Kashmir,Baramulla,34.207029,74.348667,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,11,17,Jammu and Kashmir,Kupwara district,34.526179,74.254614,3,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,11,29,Jammu and Kashmir,Manigam,33.789502,75.243534,1,0,The incident occurred in Anantnag district.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,12,3,Jammu and Kashmir,Larnoo,33.622858,75.371823,1,0,,5,Hostage Taking (Barricade Incident),8,Educational Institution,8,Incendiary,1,2,0,0,0,0,0,0,0
2016,12,6,Jammu and Kashmir,Baramulla district,34.19905,74.34995,3,0,The incident occurred in the Tapper Kreeri area.,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2016,12,10,Jammu and Kashmir,Shopian,33.717003,74.836092,1,0,,7,Facility/Infrastructure Attack,8,Educational Institution,8,Incendiary,0,,,0,0,0,0,0,0
2010,12,21,Chhattisgarh,Dantewada,18.9,81.35,1,1,"The attack took place in Gufa Para village in Dantewada, Chhattisgarh, India.",2,Armed Assault,8,Educational Institution,9,Melee,0,,,1,0,0,0,0,0
2011,4,2,West Bengal,Jhargam,22.45109,86.995289,1,1,"The attack took place on an unspecified road near Gerulia village in Jhargram, West Midnapore.",2,Armed Assault,8,Educational Institution,9,Melee,0,,,1,0,0,0,0,0
2011,11,16,Orissa,Malkangiri district,18.364195,81.892418,3,0,Malkangiri district,2,Armed Assault,8,Educational Institution,9,Melee,0,,,0,0,0,1,0,0
2012,8,7,Chhattisgarh,Jholaro,20.633077,82.062313,2,0,Gariaband,6,Hostage Taking (Kidnapping),8,Educational Institution,9,Melee,1,1,0,1,0,0,0,0,0
2015,9,22,Andhra Pradesh,Giddalur,15.377366,78.924939,1,0,,8,Unarmed Assault,8,Educational Institution,9,Melee,0,,,,0,0,1,0,0
2016,8,16,Meghalaya,Jingamgre,25.515942,90.538859,1,0,,2,Armed Assault,8,Educational Institution,9,Melee,0,,,1,0,0,,0,0
2016,11,18,Jammu and Kashmir,Memender,33.70698,74.840879,1,0,,8,Unarmed Assault,8,Educational Institution,9,Melee,0,,,0,0,0,1,0,0
2011,11,9,Bihar,Gaya district,24.795452,84.999431,3,0,A middle school in Dhangai village in Gaya district,7,Facility/Infrastructure Attack,8,Educational Institution,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,,,0,0,0,0,0,0
2011,11,9,Bihar,Gaya district,24.795452,84.999431,3,0,A middle school in Hahesarhi village in Gaya district,7,Facility/Infrastructure Attack,8,Educational Institution,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",0,,,0,0,0,0,0,0
2011,3,1,Bihar,Garhi,24.787585,86.082801,1,0,The attack took place at a school building in Garhi village in Jamui.,7,Facility/Infrastructure Attack,8,Educational Institution,11,Sabotage Equipment,0,,,0,0,0,0,0,0
1989,5,19,Punjab,Patiala,30.34,76.38,1,0,,1,Assassination,8,Educational Institution,13,Unknown,0,,,1,,,0,,
1991,9,3,West Bengal,Barasat,22.722816,88.480552,1,0,,9,Unknown,8,Educational Institution,13,Unknown,0,,,0,,,11,,
1992,2,10,Punjab,Patiala district,30.34,76.38,3,0,,1,Assassination,8,Educational Institution,13,Unknown,0,,,1,,,0,,
1992,2,10,Punjab,Sangrur District,30.245796,75.842072,3,0,,1,Assassination,8,Educational Institution,13,Unknown,0,,,1,,,0,,
1992,2,10,Punjab,Sangrur District,30.245796,75.842072,3,0,,1,Assassination,8,Educational Institution,13,Unknown,0,,,1,,,0,,
1992,2,10,Punjab,Sangrur District,30.245796,75.842072,3,0,,1,Assassination,8,Educational Institution,13,Unknown,0,,,1,,,0,,
1992,2,10,Punjab,Sangrur District,30.245796,75.842072,3,0,,1,Assassination,8,Educational Institution,13,Unknown,0,,,1,,,0,,
1992,2,10,Punjab,Sangrur District,30.245796,75.842072,3,0,,1,Assassination,8,Educational Institution,13,Unknown,0,,,1,,,0,,
1992,8,31,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,1,0,0,,,0,,
2000,8,7,West Bengal,Jalpaiguri,26.524343,88.719706,1,0,"Moulani and Dhupguri, in Jalpaiguri",9,Unknown,8,Educational Institution,13,Unknown,0,,,2,0,0,0,0,0
2009,3,11,Jharkhand,Giridih,24.186613,86.3062,1,0,"Communist Party of India- Maoist militants dragged two teachers from their home, tied them to a tree and beat them in Gurudih village in Hazaribag, Jharkhand, India..",9,Unknown,8,Educational Institution,13,Unknown,0,,,1,0,0,1,0,0
2010,3,17,Manipur,Unknown,24.663717,93.906269,4,0,The attack took place in an unspecified location of Manipur province.,9,Unknown,8,Educational Institution,13,Unknown,0,,,0,0,0,1,0,0
2010,10,26,Jammu and Kashmir,Kishtwar,33.313294,75.763367,1,1,The attack took place in Marwah in Kishtwar.,6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,2,0,0,0,0,0,0,0
2011,4,8,Jharkhand,Palamu district,24.128611,84.185712,3,0,"The attack took place at Dalia village in Medininagar, Palamau.",6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,5,0,0,0,0,0,0,0
2013,3,13,Assam,Golaghat district,26.575482,93.893271,3,0,,6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,1,0,,0,0,,0,0
2014,7,29,Assam,Dingdinga,26.350556,89.893333,2,0,,6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,1,0,0,0,0,0,0,0
2014,8,16,Jharkhand,Latehar district,23.755579,84.354205,3,0,,9,Unknown,8,Educational Institution,13,Unknown,0,,,0,0,0,0,0,0
2015,9,16,Meghalaya,South Garo Hills district,25.326549,90.554246,3,0,,6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,1,0,,0,0,,0,0
2015,3,12,Assam,Lamsakhang,25.79661,93.046705,1,0,,6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,1,0,,0,0,,0,0
2015,6,12,Meghalaya,Purakhasia,25.302061,90.048965,2,0,,6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,2,0,,0,0,,0,0
2016,11,18,Jammu and Kashmir,Srinagar,34.083671,74.797282,1,1,,7,Facility/Infrastructure Attack,8,Educational Institution,13,Unknown,0,,,0,0,0,0,0,0
2016,2,9,Meghalaya,Dobakdrop,25.813822,91.047885,1,0,,6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,1,0,0,0,0,0,0,0
2016,8,15,Jharkhand,Hazaribagh,23.995645,85.361238,1,0,,6,Hostage Taking (Kidnapping),8,Educational Institution,13,Unknown,1,3,0,0,0,0,0,0,0
1988,7,1,Punjab,Rupnagar,30.966064,76.523162,1,0,,6,Hostage Taking (Kidnapping),9,Food or Water Supply,5,Firearms,1,2,0,0,,,0,,
2008,7,2,Jharkhand,Topchanchi,23.905309,86.193332,1,0,The incident occurred at Topchanchi in the Dhanbad district.,2,Armed Assault,9,Food or Water Supply,5,Firearms,0,,,0,0,0,0,0,0
2012,2,10,Odisha,Malkangiri,18.33892,81.942155,1,0,"On a road between Balimela and Chitrankonda, in Malkangiri district",2,Armed Assault,9,Food or Water Supply,5,Firearms,0,,,0,0,0,2,0,0
2012,3,3,Odisha,Unknown,22.1167,84.0333,2,0,The incident occurred in the Sundargarh district near the Saranda Forest.,7,Facility/Infrastructure Attack,9,Food or Water Supply,5,Firearms,0,,,0,0,0,1,0,0
1988,1,8,West Bengal,Kurseong,26.882138,88.278851,1,0,,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
1988,2,12,West Bengal,Kalimpong,27.067992,88.47127,1,0,,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2010,4,19,Jharkhand,Karrampada,22.06054,85.237313,1,0,The attack took place in the Karrampada area of West Singbhum.,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2011,3,18,Jharkhand,Meghatuburu,22.071882,85.26966,2,0,"The attack took place in Mogahataburu village in West Singhbhum, Jharkhand, India.",3,Bombing/Explosion,9,Food or Water Supply,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2014,11,19,Odisha,Dharambandha,20.754694,82.437228,1,0,,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2015,10,15,Bihar,Roshanganj,24.534364,84.714576,1,0,The incident occurred near the Chaugain area.,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2015,10,23,Jammu and Kashmir,Chhatiari,33.371715,74.315313,1,1,The incident occurred in the Rajouri district.,3,Bombing/Explosion,9,Food or Water Supply,6,Explosives/Bombs/Dynamite,0,,,0,0,0,0,0,0
2016,5,20,Chhattisgarh,Gadiras,18.505896,81.554158,1,0,,7,Facility/Infrastructure Attack,9,Food or Water Supply,13,Unknown,0,,,0,0,0,0,0,0
1984,4,12,Haryana,Kalanaur,28.831237,76.39556,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,,,0,,
1984,5,12,Punjab,Unknown,31.147131,75.341218,4,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,,,0,,
1988,6,4,Punjab,Hoshiapur,31.534899,75.910571,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,,,0,,
1989,6,1,Punjab,Mohali,30.679722,76.721944,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,2,,,0,,
1990,2,13,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,,,0,,
1990,12,6,Chandigarh,Chandigarh,30.733315,76.779418,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,,,0,,
1991,4,23,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,,,0,,
1991,11,4,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,6,Hostage Taking (Kidnapping),10,Journalists & Media,5,Firearms,1,1,0,0,,,0,,
1992,3,7,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,6,Hostage Taking (Kidnapping),10,Journalists & Media,5,Firearms,1,1,0,0,,,0,,
1992,5,18,Punjab,Patiala,30.34,76.38,1,0,,6,Hostage Taking (Kidnapping),10,Journalists & Media,5,Firearms,1,1,0,0,,,0,,
1994,5,9,Uttar Pradesh,Varanasi,25.317645,82.973914,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,,,0,,
1994,8,29,Jammu and Kashmir,Kangan,34.264018,74.901055,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,,,0,,
1995,12,8,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,6,Hostage Taking (Kidnapping),10,Journalists & Media,5,Firearms,1,3,0,0,,,1,,
1996,5,17,Assam,Unknown,26.200605,92.937574,4,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,,,1,,
1997,3,16,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,2,,,0,,
2000,8,20,Manipur,Imphal,24.817011,93.936844,1,0,"In the heart of Imphal, Manipur state",2,Armed Assault,10,Journalists & Media,5,Firearms,0,,,1,0,0,0,0,0
2002,5,29,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,The office of Kashmir Images located at Lambert Lane on Residency Road.,2,Armed Assault,10,Journalists & Media,5,Firearms,0,,,0,0,0,1,0,0
2002,7,10,Jammu and Kashmir,Chanapora,34.033703,74.808308,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,0,0,0,1,0,0
2002,7,10,Jammu and Kashmir,Srinagar,34.083658,74.797368,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,0,0,0,1,0,0
2003,1,31,Jammu and Kashmir,Srinagar,34.069832,74.809039,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,0,0,0,0,0
2006,2,9,Manipur,Imphal,24.817011,93.936844,1,0,,2,Armed Assault,10,Journalists & Media,5,Firearms,0,,,0,0,0,1,0,0
2008,11,17,Manipur,Imphal,24.827734,93.902714,1,0,"The attack took place in Langol, in Imphal West.",2,Armed Assault,10,Journalists & Media,5,Firearms,0,,,1,0,0,0,0,0
2008,11,22,Assam,Kokrajhar district,26.398022,90.269415,3,0,The attack took place in Kokrajhar District.,2,Armed Assault,10,Journalists & Media,5,Firearms,0,,,1,0,0,0,0,0
2009,8,6,Manipur,Imphal,24.817011,93.936844,1,0,The attack occurred in Imphal.,2,Armed Assault,10,Journalists & Media,5,Firearms,0,,,0,0,0,0,0,0
2010,1,31,Manipur,Unknown,24.663717,93.906269,4,0,The attack took place in an unspecified location of Manipur state.,6,Hostage Taking (Kidnapping),10,Journalists & Media,5,Firearms,1,1,0,0,0,0,0,0,0
2010,5,25,West Bengal,Manikpara,22.370952,87.124831,1,0,"The attack took place in the Manikpara market near Jhargram, Midnapore.",2,Armed Assault,10,Journalists & Media,5,Firearms,0,,,0,0,0,2,0,0
2012,7,15,Arunachal Pradesh,Itanagar,27.086765,93.60872,1,0,,1,Assassination,10,Journalists & Media,5,Firearms,0,,,0,0,0,1,0,0
2013,1,31,Haryana,Narnaund,29.219602,76.144153,1,1,"On Hansi-Jind road, Jind District",2,Armed Assault,10,Journalists & Media,5,Firearms,0,,,0,0,0,1,0,0
2013,4,27,Jharkhand,Unknown,23.614329,85.230102,4,0,The incident took place along the Pasrabeda-Khatanga road.,1,Assassination,10,Journalists & Media,5,Firearms,0,,,1,0,0,0,0,0
2013,7,13,Madhya Pradesh,Bhopal,23.259933,77.412615,1,0,Incident occurred in Tulsi Nagar,2,Armed Assault,10,Journalists & Media,5,Firearms,0,,,1,0,0,1,0,0
